   Pwr.(w),TFR (mg/min),O2-Lo (cc/m),Temp(C),Pres.(torr),Space(mils),Total He Carrier (sccm),k value
840.0,5100.0,393.0,380.0,6.7,380.0,650.0,2.982797209956722
530.0,1600.0,113.0,360.0,10.2,380.0,1325.0,2.7765961136139587
830.0,4100.0,143.0,380.0,7.7,380.0,1075.0,3.816592530165156
330.0,3500.0,18.0,380.0,9.7,380.0,825.0,3.14787706660724
660.0,900.0,183.0,280.0,9.2,380.0,900.0,3.3785288964854394
570.0,1300.0,193.0,380.0,5.7,380.0,550.0,3.5959505129145843
600.0,1000.0,18.0,320.0,10.2,380.0,1050.0,3.241614125119968
820.0,4300.0,313.0,360.0,7.7,380.0,975.0,3.1351231613208297
570.0,1700.0,128.0,360.0,8.7,380.0,825.0,3.3950821657472385
950.0,5200.0,268.0,340.0,8.2,380.0,1475.0,3.2165291263836915
450.0,4600.0,228.0,380.0,6.7,380.0,775.0,3.7675446633842773
1010.0,5200.0,43.0,360.0,8.2,380.0,1125.0,3.5371758905315582
970.0,4300.0,88.0,380.0,5.2,380.0,675.0,3.349432623136642
520.0,1600.0,123.0,280.0,9.7,380.0,1325.0,3.055778248273064
1020.0,1000.0,28.0,300.0,9.2,380.0,500.0,2.927091748614726
410.0,3000.0,28.0,380.0,4.7,380.0,550.0,3.9908354558438823
920.0,3800.0,423.0,360.0,10.2,380.0,1000.0,3.34761832861986
770.0,3400.0,108.0,360.0,9.2,380.0,1450.0,3.3243119010034237
860.0,1600.0,103.0,300.0,9.2,380.0,775.0,3.243479047058726
840.0,900.0,278.0,380.0,5.7,380.0,1200.0,4.063451057471327
900.0,4900.0,433.0,380.0,5.7,380.0,850.0,2.937724949677572
620.0,3600.0,128.0,380.0,7.7,380.0,525.0,3.1196127398794204
680.0,4300.0,133.0,380.0,6.7,380.0,500.0,3.1670150107204575
670.0,4000.0,83.0,360.0,7.7,380.0,950.0,3.268078564116054
380.0,2300.0,18.0,300.0,8.2,380.0,650.0,2.856344685131768
920.0,1000.0,23.0,380.0,5.7,380.0,1100.0,4.318836693720039
560.0,3500.0,33.0,340.0,10.2,380.0,1175.0,3.0694650079783727
360.0,3700.0,33.0,380.0,7.7,380.0,900.0,3.6790593427938303
480.0,3300.0,48.0,360.0,8.7,380.0,1200.0,3.6539441178956036
470.0,4800.0,113.0,360.0,8.7,380.0,1450.0,2.8410662406834444
620.0,3500.0,248.0,380.0,7.7,380.0,1175.0,3.6870517645312915
270.0,4100.0,18.0,380.0,7.7,380.0,1100.0,2.9424633840461007
210.0,2500.0,173.0,380.0,7.7,380.0,925.0,2.732408565692196
910.0,4800.0,118.0,320.0,10.2,380.0,725.0,3.5334858230054915
540.0,3300.0,48.0,360.0,7.7,380.0,1225.0,2.79442486066203
970.0,3500.0,123.0,380.0,5.2,380.0,775.0,3.390656039806843
580.0,1100.0,143.0,320.0,9.7,380.0,650.0,2.909968070847745
260.0,3200.0,88.0,380.0,5.7,380.0,1450.0,3.8789223057001467
320.0,1100.0,193.0,320.0,8.7,380.0,1000.0,3.267293652643592
720.0,4800.0,203.0,380.0,7.7,380.0,950.0,3.2296047277189803
540.0,1100.0,93.0,320.0,9.2,380.0,925.0,2.878609969512547
680.0,4900.0,33.0,320.0,9.2,380.0,1125.0,3.2552477658967147
910.0,5000.0,288.0,380.0,6.7,380.0,1225.0,3.3291879029551126
440.0,2500.0,33.0,300.0,7.7,380.0,1400.0,3.507952666107305
570.0,2300.0,48.0,380.0,9.7,380.0,825.0,3.253092467971473
620.0,5100.0,48.0,340.0,8.2,380.0,1400.0,3.717286464536761
900.0,2500.0,48.0,340.0,10.2,380.0,1425.0,3.4991979350777664
450.0,900.0,148.0,340.0,9.7,380.0,1325.0,3.661369375177448
970.0,600.0,393.0,380.0,5.2,380.0,1350.0,4.256609889340604
510.0,900.0,58.0,320.0,9.7,380.0,750.0,2.7089383816046
810.0,4000.0,63.0,380.0,6.7,380.0,800.0,3.1363269300668284
430.0,700.0,223.0,280.0,9.7,380.0,975.0,2.864077298243284
660.0,4900.0,283.0,380.0,4.7,380.0,875.0,3.5269144937596684
620.0,1600.0,208.0,320.0,9.2,380.0,1275.0,2.9427449849303944
540.0,1000.0,93.0,300.0,9.2,380.0,950.0,3.4342734253206
970.0,1200.0,148.0,320.0,8.7,380.0,725.0,2.9518351657250372
1010.0,4400.0,438.0,380.0,4.7,380.0,1075.0,3.6403750928883265
510.0,3600.0,138.0,380.0,6.7,380.0,1450.0,3.738859560078921
770.0,4700.0,123.0,320.0,8.7,380.0,1200.0,3.303230935043254
690.0,1500.0,133.0,320.0,10.2,380.0,750.0,3.417394576460738
830.0,1300.0,48.0,320.0,9.7,380.0,1200.0,3.782485395882383
650.0,2100.0,83.0,320.0,9.7,380.0,975.0,3.19355132159709
880.0,4000.0,38.0,380.0,7.7,380.0,750.0,3.1496396010772942
640.0,1600.0,53.0,300.0,8.2,380.0,1250.0,3.7748721805355663
800.0,3400.0,28.0,380.0,5.2,380.0,775.0,3.4290500874646916
570.0,1500.0,73.0,320.0,10.2,380.0,1150.0,3.1224120255283534
810.0,4000.0,258.0,360.0,8.2,380.0,1075.0,3.6059324008184745
1000.0,3300.0,158.0,380.0,5.2,380.0,900.0,3.1883277440713393
510.0,3300.0,98.0,380.0,8.2,380.0,1375.0,3.4204457082389617
900.0,4100.0,103.0,380.0,5.2,380.0,725.0,3.257757035440307
680.0,2000.0,43.0,340.0,9.7,380.0,1400.0,2.8671339043748674
850.0,5400.0,18.0,380.0,5.2,380.0,1000.0,3.8194449080072492
770.0,3200.0,43.0,340.0,7.7,380.0,1400.0,3.329736253590983
620.0,2800.0,48.0,360.0,7.7,380.0,1250.0,3.090389254560269
470.0,900.0,48.0,280.0,9.7,380.0,1300.0,2.796881823986621
690.0,3900.0,238.0,380.0,5.2,380.0,650.0,3.399314251943143
570.0,5000.0,63.0,380.0,5.2,380.0,750.0,3.810011390196641
880.0,900.0,38.0,380.0,6.7,380.0,1250.0,3.4877363830807226
990.0,5000.0,338.0,320.0,7.7,380.0,1025.0,3.1466890692628824
770.0,4300.0,123.0,380.0,4.7,380.0,650.0,3.250394237085605
840.0,1000.0,78.0,320.0,8.2,380.0,725.0,3.5797038711890314
640.0,2000.0,143.0,380.0,7.7,380.0,1000.0,3.7537788858769905
220.0,1000.0,193.0,380.0,4.7,380.0,1225.0,3.1304420964466693
860.0,3500.0,153.0,320.0,10.2,380.0,1150.0,3.303240021804703
420.0,900.0,243.0,280.0,6.7,380.0,700.0,2.820577197285538
640.0,2800.0,108.0,320.0,8.7,380.0,950.0,2.9062119194940372
680.0,4500.0,193.0,380.0,5.7,380.0,675.0,2.9688150466886194
420.0,3500.0,153.0,380.0,7.7,380.0,1250.0,2.9810301984800818
650.0,900.0,148.0,320.0,6.7,380.0,950.0,2.910518980888762
450.0,4300.0,28.0,360.0,9.2,380.0,1175.0,3.377268480242173
850.0,3200.0,58.0,380.0,7.7,380.0,1425.0,3.5278020173432783
720.0,3200.0,88.0,360.0,8.7,380.0,1475.0,3.7219063911900605
820.0,4100.0,13.0,380.0,9.2,380.0,1225.0,3.1889501370850737
670.0,2000.0,63.0,320.0,9.7,380.0,1400.0,2.8827852528485054
640.0,2000.0,48.0,340.0,8.2,380.0,650.0,3.7071436306423764
400.0,900.0,23.0,280.0,8.7,380.0,1150.0,3.776912825005775
790.0,5000.0,43.0,380.0,10.2,380.0,1375.0,3.1287764530623647
290.0,900.0,198.0,380.0,5.7,380.0,1175.0,3.589672142156517
850.0,3400.0,128.0,380.0,5.2,380.0,1025.0,3.25938182470696
680.0,3500.0,23.0,320.0,8.2,380.0,1225.0,3.096965897845606
840.0,1000.0,78.0,320.0,5.2,380.0,1450.0,3.3121451149058405
550.0,4200.0,138.0,380.0,6.7,380.0,1300.0,2.984928492001109
460.0,3300.0,28.0,380.0,9.2,380.0,825.0,2.9715776723461484
860.0,1000.0,138.0,280.0,10.2,380.0,775.0,3.065899016178036
860.0,4300.0,18.0,380.0,4.7,380.0,1225.0,4.0480448366444515
790.0,1300.0,78.0,320.0,9.2,380.0,800.0,3.5022631275559375
690.0,3800.0,178.0,360.0,8.2,380.0,1250.0,3.197275178361494
200.0,1900.0,43.0,380.0,8.7,380.0,850.0,2.7637435539853707
700.0,5100.0,258.0,380.0,5.2,380.0,625.0,3.433404516653278
670.0,4300.0,108.0,360.0,7.7,380.0,1175.0,3.6955137222480285
450.0,1000.0,33.0,280.0,9.2,380.0,875.0,3.1668300116754455
970.0,4900.0,288.0,320.0,10.2,380.0,800.0,2.921691277692943
600.0,4500.0,248.0,380.0,5.2,380.0,575.0,3.0486254051186883
500.0,2200.0,118.0,360.0,8.2,380.0,675.0,2.799947042032097
450.0,1700.0,108.0,320.0,8.7,380.0,875.0,2.8159945539511386
500.0,4100.0,43.0,380.0,4.7,380.0,1450.0,3.719039737307819
880.0,700.0,163.0,320.0,10.2,380.0,1150.0,3.450857897725448
550.0,4100.0,38.0,340.0,9.7,380.0,1250.0,2.829014895676403
920.0,4100.0,43.0,360.0,8.2,380.0,1150.0,3.4334675026699664
430.0,2200.0,108.0,320.0,7.7,380.0,1450.0,3.731353050610033
460.0,1600.0,53.0,320.0,9.7,380.0,1425.0,3.7714021216632956
740.0,1100.0,203.0,320.0,8.7,380.0,475.0,3.0954108433142795
620.0,1400.0,23.0,320.0,9.2,380.0,525.0,3.6872816076126593
800.0,3500.0,198.0,340.0,8.2,380.0,1325.0,3.690707041078649
1040.0,4800.0,333.0,380.0,4.7,380.0,975.0,3.0614283570362377
230.0,2300.0,28.0,380.0,4.7,380.0,600.0,3.3541379696762617
660.0,5000.0,433.0,380.0,5.7,380.0,825.0,2.958410862554398
660.0,4900.0,113.0,380.0,5.7,380.0,675.0,3.5462686963436734
790.0,4200.0,83.0,320.0,9.7,380.0,1300.0,3.5317883189961443
760.0,4500.0,178.0,380.0,5.2,380.0,1000.0,3.900272869417866
330.0,2400.0,53.0,380.0,6.7,380.0,775.0,3.810123452574034
260.0,4300.0,43.0,380.0,8.7,380.0,975.0,3.4345187861883084
920.0,1000.0,38.0,320.0,9.2,380.0,475.0,3.2912278012490512
790.0,4400.0,323.0,380.0,4.7,380.0,850.0,3.8537147838083894
730.0,4800.0,43.0,360.0,10.2,380.0,1225.0,2.7069487496483875
900.0,4600.0,243.0,360.0,8.2,380.0,1350.0,3.2398292275632143
910.0,4200.0,18.0,360.0,7.7,380.0,1175.0,3.6419407392694545
940.0,900.0,328.0,320.0,8.7,380.0,725.0,3.3951678845526043
700.0,4300.0,208.0,380.0,7.7,380.0,1050.0,3.7823511650783983
640.0,3200.0,168.0,340.0,9.2,380.0,1350.0,3.397073144364297
970.0,700.0,348.0,380.0,4.7,380.0,1350.0,3.5848136645129722
500.0,4200.0,33.0,380.0,9.2,380.0,1150.0,3.478595918567684
540.0,1500.0,58.0,380.0,9.7,380.0,875.0,2.8964944305163005
400.0,1100.0,98.0,300.0,8.2,380.0,825.0,2.9177841480263726
1040.0,4800.0,283.0,360.0,9.2,380.0,800.0,3.426293383062168
880.0,600.0,68.0,320.0,9.2,380.0,975.0,3.578920397910835
990.0,800.0,258.0,300.0,9.2,380.0,550.0,3.2566394527376565
960.0,5100.0,408.0,300.0,8.2,380.0,1100.0,3.0411777814508865
850.0,5400.0,303.0,380.0,5.2,380.0,675.0,3.0497182137196623
1000.0,700.0,243.0,280.0,10.2,380.0,1200.0,3.06271548918537
440.0,3400.0,48.0,380.0,10.2,380.0,1250.0,3.509987314039981
1020.0,5300.0,143.0,360.0,8.2,380.0,1100.0,2.8407944566095327
910.0,3800.0,143.0,300.0,10.2,380.0,1175.0,2.7430527235579727
660.0,3900.0,123.0,320.0,8.7,380.0,1475.0,3.1450162661124166
500.0,1000.0,153.0,280.0,8.7,380.0,875.0,3.0093979485690214
980.0,5000.0,93.0,320.0,9.2,380.0,1250.0,3.197848542771219
380.0,3000.0,28.0,360.0,7.7,380.0,1425.0,3.2471895679723137
950.0,4900.0,398.0,300.0,5.2,380.0,925.0,3.451902505996453
450.0,1300.0,118.0,320.0,6.7,380.0,500.0,3.347074333590895
390.0,2000.0,23.0,300.0,8.2,380.0,625.0,3.304086098705008
940.0,4500.0,108.0,320.0,9.7,380.0,1275.0,3.221130556884859
260.0,1200.0,103.0,380.0,6.2,380.0,775.0,3.7116305208805898
580.0,5100.0,33.0,360.0,9.2,380.0,1475.0,3.2738028802839043
790.0,3500.0,98.0,360.0,7.7,380.0,1125.0,2.8398473636970203
730.0,4800.0,53.0,380.0,8.2,380.0,1275.0,3.0734432710429527
920.0,3800.0,143.0,320.0,8.2,380.0,925.0,3.5760685759403668
730.0,4400.0,38.0,360.0,9.7,380.0,1100.0,2.8014310693261484
760.0,3600.0,78.0,340.0,9.7,380.0,1050.0,3.6364859415037762
760.0,5200.0,113.0,320.0,8.7,380.0,1125.0,3.5235131168684775
640.0,2300.0,98.0,360.0,9.7,380.0,1375.0,3.6624685932466954
770.0,3400.0,63.0,340.0,7.7,380.0,1400.0,3.3896232256659453
1030.0,4800.0,228.0,380.0,6.7,380.0,925.0,3.8466064697217535
940.0,800.0,423.0,300.0,8.7,380.0,750.0,3.0323534078210104
380.0,3600.0,83.0,380.0,6.2,380.0,675.0,3.255449623626059
960.0,1200.0,368.0,320.0,8.7,380.0,775.0,3.7812201114788015
430.0,1000.0,18.0,300.0,8.2,380.0,750.0,3.3858911509621743
820.0,3800.0,323.0,340.0,8.2,380.0,950.0,3.115917814168287
380.0,1200.0,28.0,380.0,5.7,380.0,475.0,3.221952572806387
660.0,2400.0,38.0,340.0,9.2,380.0,750.0,3.585162037072008
890.0,4500.0,273.0,380.0,7.7,380.0,500.0,3.2996852987964282
750.0,4400.0,43.0,360.0,8.7,380.0,1250.0,3.34457958298519
790.0,3700.0,173.0,380.0,4.7,380.0,650.0,3.794014136972459
760.0,4100.0,118.0,360.0,8.7,380.0,1125.0,3.3108844961777533
950.0,4600.0,383.0,360.0,10.2,380.0,1125.0,3.4360894709719547
840.0,3500.0,48.0,280.0,10.2,380.0,1475.0,3.10498465948493
900.0,4400.0,88.0,380.0,8.2,380.0,950.0,3.7035192622317297
990.0,4900.0,208.0,320.0,8.2,380.0,1150.0,2.9371708016753444
520.0,1000.0,88.0,320.0,8.2,380.0,625.0,3.237304142659343
300.0,1300.0,218.0,300.0,6.7,380.0,800.0,3.2828987325230408
740.0,2900.0,88.0,340.0,10.2,380.0,1100.0,3.097724859278409
900.0,3600.0,203.0,380.0,5.7,380.0,650.0,3.524705734281686
500.0,1200.0,113.0,320.0,9.7,380.0,1075.0,3.01807874954945
560.0,4400.0,78.0,380.0,7.7,380.0,1250.0,3.306384330637361
800.0,4000.0,303.0,380.0,5.7,380.0,950.0,3.4245132847758395
510.0,1100.0,128.0,280.0,8.2,380.0,1000.0,2.7288723149419796
670.0,4000.0,123.0,380.0,6.2,380.0,1450.0,3.6738457535241724
810.0,3700.0,288.0,380.0,5.7,380.0,600.0,3.0092295510676212
780.0,3000.0,113.0,380.0,7.7,380.0,500.0,3.3329677791844405
720.0,2700.0,28.0,380.0,9.7,380.0,525.0,3.1091849782811094
590.0,3200.0,68.0,360.0,7.7,380.0,1425.0,3.621397176639644
790.0,3800.0,123.0,300.0,8.2,380.0,1200.0,3.5165931290692916
710.0,3400.0,28.0,340.0,8.2,380.0,1450.0,2.9328743818542797
790.0,5000.0,138.0,340.0,9.2,380.0,1150.0,3.5765543250824487
510.0,3400.0,183.0,380.0,6.7,380.0,700.0,3.597970672140362
390.0,3800.0,258.0,380.0,6.7,380.0,1225.0,3.192313196190933
1020.0,4700.0,393.0,380.0,7.7,380.0,1225.0,3.607021019729097
990.0,1000.0,143.0,300.0,10.2,380.0,700.0,3.5021874521662664
610.0,1500.0,188.0,320.0,7.7,380.0,750.0,3.4680884692832663
930.0,5300.0,278.0,300.0,10.2,380.0,1050.0,3.124134114087971
710.0,4500.0,123.0,380.0,6.2,380.0,825.0,3.186153024664775
790.0,3200.0,18.0,380.0,5.7,380.0,525.0,3.3744761111591
440.0,1000.0,183.0,340.0,9.7,380.0,1200.0,3.7511279178952064
840.0,2900.0,18.0,380.0,5.7,380.0,575.0,3.9850260911452136
760.0,5200.0,138.0,360.0,7.7,380.0,1175.0,3.157718206826533
790.0,3400.0,193.0,320.0,8.7,380.0,1200.0,2.8967440960525157
670.0,2200.0,88.0,340.0,10.2,380.0,575.0,3.4752984327220435
620.0,3400.0,118.0,340.0,8.7,380.0,1350.0,2.9465677973729725
840.0,3500.0,48.0,380.0,5.2,380.0,1025.0,3.0681255766157136
510.0,1100.0,38.0,340.0,10.2,380.0,475.0,2.851338917465193
1030.0,900.0,223.0,320.0,10.2,380.0,550.0,3.0758300271423726
640.0,3500.0,148.0,360.0,8.7,380.0,1425.0,3.655820612876565
900.0,1000.0,218.0,300.0,9.7,380.0,1150.0,3.1798464800528197
650.0,4200.0,28.0,380.0,4.7,380.0,550.0,3.9124648001007243
660.0,2300.0,73.0,340.0,7.7,380.0,800.0,3.612022871450972
940.0,4600.0,323.0,300.0,8.2,380.0,1225.0,2.8015734922609368
840.0,4900.0,98.0,320.0,7.7,380.0,950.0,3.6809571414355142
840.0,5400.0,38.0,380.0,4.7,380.0,1125.0,3.9145664558253253
990.0,5300.0,293.0,320.0,10.2,380.0,825.0,3.671420874066315
960.0,5300.0,28.0,320.0,5.2,380.0,575.0,3.794904294417618
380.0,1600.0,93.0,320.0,5.2,380.0,550.0,3.4711101078804765
750.0,4200.0,198.0,380.0,4.7,380.0,1450.0,3.4386987467906183
1020.0,1100.0,58.0,320.0,8.2,380.0,1425.0,3.676852008188948
1020.0,3700.0,313.0,380.0,5.7,380.0,625.0,3.517160842201866
940.0,800.0,368.0,380.0,5.7,380.0,1250.0,4.337123792217109
780.0,5100.0,88.0,380.0,4.7,380.0,650.0,3.7150185587644873
870.0,3600.0,133.0,340.0,8.2,380.0,1325.0,3.4706472714814693
710.0,2200.0,48.0,340.0,8.2,380.0,1000.0,3.4292755124983043
980.0,5400.0,438.0,380.0,7.7,380.0,825.0,3.721108735413008
350.0,900.0,18.0,300.0,8.2,380.0,800.0,3.069972675826301
940.0,5000.0,393.0,320.0,8.2,380.0,1325.0,2.7920022438349577
850.0,3800.0,93.0,380.0,5.2,380.0,875.0,3.6294475459104287
600.0,2300.0,193.0,340.0,8.2,380.0,1425.0,2.821921692175375
560.0,1300.0,273.0,380.0,5.7,380.0,800.0,3.5499898226574924
1040.0,4700.0,208.0,380.0,4.7,380.0,900.0,3.0891172095000874
690.0,5100.0,198.0,380.0,4.7,380.0,525.0,3.0179408863039776
620.0,3800.0,33.0,340.0,8.7,380.0,1175.0,3.1248947909984874
640.0,1100.0,43.0,220.0,10.2,380.0,950.0,2.734299057859219
1010.0,4500.0,438.0,340.0,7.7,380.0,1050.0,3.0589096957997093
760.0,3400.0,238.0,320.0,8.2,380.0,1075.0,2.9899100154339653
840.0,4000.0,28.0,380.0,7.2,380.0,1275.0,3.693340592513827
930.0,900.0,68.0,320.0,10.2,380.0,1250.0,2.923432555724119
760.0,4500.0,63.0,340.0,8.7,380.0,1450.0,3.46949187657211
450.0,3300.0,48.0,380.0,5.2,380.0,1450.0,3.2530628983755934
880.0,4700.0,178.0,320.0,7.7,380.0,1175.0,2.886427190953317
750.0,4800.0,103.0,360.0,8.2,380.0,1400.0,3.2722766197882907
690.0,4500.0,18.0,380.0,5.7,380.0,650.0,3.627077493652256
680.0,3100.0,23.0,380.0,9.2,380.0,1250.0,3.111370282935546
500.0,5300.0,48.0,320.0,8.7,380.0,1475.0,3.6814945770842717
710.0,3300.0,253.0,380.0,5.2,380.0,900.0,3.4475950510118216
900.0,3300.0,88.0,320.0,8.7,380.0,1250.0,3.7512813924722135
790.0,3300.0,53.0,380.0,7.2,380.0,1450.0,3.577865870828949
800.0,4200.0,123.0,340.0,7.7,380.0,1100.0,3.562004195753782
520.0,2400.0,53.0,380.0,9.2,380.0,950.0,3.782950563735797
930.0,3900.0,113.0,380.0,5.7,380.0,950.0,3.38944023338079
910.0,3600.0,108.0,300.0,9.7,380.0,1225.0,3.3175454680606102
410.0,2300.0,193.0,380.0,7.7,380.0,750.0,3.6257688954381595
430.0,1600.0,88.0,320.0,9.2,380.0,925.0,2.747908725772259
700.0,1200.0,53.0,320.0,9.7,380.0,675.0,3.3554476136173887
1030.0,4500.0,433.0,320.0,8.2,380.0,575.0,3.647800937216407
560.0,4800.0,38.0,380.0,6.7,380.0,1025.0,3.2918743388181135
1000.0,4600.0,58.0,340.0,8.7,380.0,1425.0,3.19240786545628
660.0,900.0,248.0,300.0,9.2,380.0,950.0,2.872815073492016
760.0,4400.0,113.0,380.0,5.7,380.0,1025.0,3.0877914834571323
670.0,2900.0,128.0,340.0,8.2,380.0,1450.0,2.90748122451573
870.0,4500.0,78.0,340.0,9.2,380.0,1375.0,2.7970565437207555
770.0,4500.0,193.0,380.0,5.2,380.0,550.0,3.247727143110228
230.0,2200.0,33.0,380.0,7.2,380.0,475.0,3.457540406683347
920.0,3100.0,163.0,380.0,7.7,380.0,1050.0,3.5581388276335675
1040.0,5200.0,273.0,380.0,5.2,380.0,700.0,3.912393013200323
730.0,3900.0,68.0,380.0,6.7,380.0,750.0,3.883908617603884
870.0,4700.0,243.0,380.0,5.2,380.0,1025.0,3.1129642479043325
870.0,3900.0,93.0,380.0,5.2,380.0,975.0,3.1794794184655033
1040.0,1000.0,423.0,320.0,5.2,380.0,1225.0,3.9918515141260498
810.0,4100.0,13.0,380.0,6.7,380.0,525.0,3.9660410319858905
850.0,3700.0,383.0,380.0,5.2,380.0,750.0,3.143140554403644
640.0,4900.0,408.0,380.0,5.7,380.0,475.0,3.486737268284712
410.0,1100.0,108.0,340.0,10.2,380.0,650.0,3.632678835938165
480.0,4600.0,118.0,380.0,6.7,380.0,825.0,3.1378307573317574
390.0,5000.0,18.0,360.0,8.2,380.0,600.0,3.529202727417247
820.0,4200.0,273.0,380.0,5.7,380.0,750.0,3.5370373490291733
620.0,4900.0,303.0,380.0,5.2,380.0,775.0,3.5230567474069865
710.0,4500.0,163.0,380.0,6.7,380.0,1050.0,3.335445490187136
580.0,4500.0,38.0,320.0,10.2,380.0,1450.0,3.1708410220031915
990.0,4900.0,343.0,340.0,8.7,380.0,725.0,3.386791576509055
980.0,700.0,293.0,320.0,10.2,380.0,1250.0,3.7234006880772723
770.0,3200.0,38.0,380.0,5.7,380.0,725.0,3.9025159503233358
690.0,1100.0,208.0,300.0,8.2,380.0,800.0,3.0156069437942907
530.0,3900.0,98.0,360.0,7.7,380.0,1425.0,3.6831291624759457
870.0,1200.0,13.0,380.0,5.2,380.0,1150.0,3.6678369141678466
650.0,4000.0,183.0,340.0,8.2,380.0,950.0,2.855860004006517
450.0,3000.0,78.0,340.0,8.2,380.0,1425.0,3.446156829968716
540.0,1800.0,143.0,340.0,8.7,380.0,600.0,3.3325812813596585
820.0,3100.0,143.0,380.0,5.2,380.0,475.0,3.936550620752357
610.0,5200.0,133.0,360.0,7.7,380.0,1175.0,3.008158186927016
750.0,2900.0,313.0,380.0,5.7,380.0,525.0,3.7004163197268314
690.0,4900.0,263.0,380.0,5.2,380.0,500.0,2.96245789499829
500.0,2600.0,63.0,360.0,8.2,380.0,950.0,3.008548902653645
650.0,3500.0,38.0,300.0,10.2,380.0,1350.0,3.2281924742343513
730.0,3100.0,28.0,300.0,8.7,380.0,1425.0,2.961168648845336
880.0,4400.0,73.0,340.0,9.2,380.0,1225.0,3.3314632764495666
210.0,900.0,18.0,380.0,5.2,380.0,1200.0,3.980848682086156
300.0,4300.0,53.0,380.0,7.7,380.0,525.0,3.286205454562282
580.0,1100.0,73.0,320.0,9.7,380.0,1400.0,3.2761970000977727
920.0,4000.0,213.0,380.0,5.2,380.0,1200.0,3.8364481499658583
1010.0,4400.0,318.0,360.0,8.2,380.0,525.0,2.9900781101576466
590.0,2300.0,158.0,380.0,8.2,380.0,775.0,3.6305254113450376
670.0,1200.0,168.0,300.0,10.2,380.0,925.0,2.7483056421636354
800.0,2800.0,158.0,380.0,7.7,380.0,700.0,3.5997125487008104
870.0,1600.0,98.0,320.0,6.7,380.0,525.0,3.801796719372083
630.0,3400.0,223.0,380.0,5.7,380.0,675.0,3.14322732337862
1020.0,5200.0,128.0,380.0,7.7,380.0,650.0,3.6688934932531354
910.0,5100.0,273.0,380.0,6.7,380.0,475.0,2.9555144651373824
790.0,4800.0,238.0,380.0,4.7,380.0,625.0,3.182013113517849
590.0,3300.0,143.0,380.0,5.2,380.0,950.0,3.8719697865486387
760.0,1000.0,233.0,300.0,6.7,380.0,475.0,3.14087020488928
810.0,4700.0,28.0,300.0,8.2,380.0,1200.0,3.3197476590221475
470.0,1600.0,183.0,320.0,6.7,380.0,500.0,3.0972778346993786
960.0,5300.0,368.0,320.0,9.7,380.0,900.0,3.626383122818096
550.0,3800.0,98.0,380.0,6.7,380.0,725.0,3.01865075282251
900.0,5200.0,53.0,320.0,8.2,380.0,1025.0,3.2334745650611865
380.0,2500.0,93.0,380.0,7.7,380.0,600.0,2.955963472548123
920.0,4300.0,163.0,340.0,9.2,380.0,1150.0,2.776734930398884
770.0,3400.0,133.0,340.0,9.7,380.0,1300.0,2.8953073890749685
390.0,4000.0,238.0,380.0,6.2,380.0,625.0,3.527844047609186
320.0,600.0,208.0,300.0,6.7,380.0,675.0,2.949670737973106
990.0,5200.0,278.0,300.0,10.2,380.0,1250.0,3.2229659079315987
840.0,4600.0,58.0,360.0,9.7,380.0,1175.0,3.249423512593619
710.0,1000.0,253.0,320.0,10.2,380.0,1000.0,2.978464152787947
960.0,5400.0,238.0,320.0,5.7,380.0,550.0,3.416052129186664
880.0,5100.0,308.0,380.0,6.7,380.0,650.0,3.8228618313397416
670.0,5100.0,48.0,380.0,6.2,380.0,1400.0,3.406954569461867
710.0,1200.0,238.0,320.0,10.2,380.0,900.0,3.12229018511815
950.0,5200.0,408.0,380.0,5.2,380.0,1000.0,3.267621680966389
550.0,4400.0,163.0,380.0,6.7,380.0,650.0,3.014336094049275
430.0,5000.0,18.0,380.0,9.2,380.0,1175.0,3.491094673426997
840.0,3800.0,303.0,360.0,7.7,380.0,1000.0,3.6767763244254184
1010.0,5400.0,273.0,340.0,5.7,380.0,850.0,3.521369845957605
670.0,4700.0,63.0,340.0,8.2,380.0,1425.0,3.347711196639138
480.0,1500.0,208.0,340.0,9.7,380.0,825.0,3.672450843174318
800.0,5000.0,48.0,380.0,5.2,380.0,975.0,3.153688298093265
710.0,3300.0,183.0,380.0,5.7,380.0,600.0,3.3622052920833747
490.0,4900.0,283.0,380.0,6.7,380.0,525.0,2.9372938266625637
970.0,3400.0,233.0,380.0,4.7,380.0,875.0,3.8289439136971715
800.0,3900.0,43.0,380.0,7.7,380.0,1275.0,3.4666196251789043
770.0,4800.0,228.0,380.0,7.7,380.0,575.0,2.8452364514705066
790.0,3900.0,293.0,380.0,5.2,380.0,1050.0,2.9757222685227434
820.0,4700.0,178.0,380.0,6.7,380.0,1175.0,2.9131126236159632
900.0,4200.0,43.0,300.0,8.2,380.0,1475.0,3.618748321214377
710.0,2600.0,128.0,340.0,8.2,380.0,1325.0,3.070879747543259
280.0,2100.0,103.0,360.0,8.7,380.0,1425.0,2.9142974294490704
340.0,4900.0,33.0,380.0,9.2,380.0,1450.0,3.5937823865522662
780.0,1300.0,43.0,300.0,9.7,380.0,975.0,3.322301337728378
970.0,4700.0,33.0,320.0,8.2,380.0,1225.0,3.652785293762662
830.0,3500.0,258.0,380.0,6.7,380.0,1150.0,3.7588850763353534
850.0,1100.0,98.0,320.0,8.2,380.0,850.0,3.764258506142956
980.0,900.0,253.0,300.0,10.2,380.0,1175.0,3.750825904774171
